path,title,artist,album,year,duration_ms,spotify_track_id,spotify_url,match_score,match_title,match_artist
"Mike Hawkins, Henry Fong & Toby Green - Hot Steppa (OUT NOW).mp3",Hot Steppa,"Mike Hawkins, Henry Fong & Toby Green",,,143987,43Nxpa8SufrarEPIIjahQm,https://open.spotify.com/track/43Nxpa8SufrarEPIIjahQm,0.600,Hot Steppa,"Mike Hawkins, Henry Fong, Toby Green"
Nari & Milani Vs Maurizio Gubellini Ft. Nicci - Vago (Original mix).mp3,Vago,Nari & Milani Vs Maurizio Gubellini Ft. Nicci,,,307931,7m1hNLELEr8mG1nghbzkhe,https://open.spotify.com/track/7m1hNLELEr8mG1nghbzkhe,0.65,Vago (feat. Nicci),"Nari & Milani, Maurizio Gubellini, Nicci"
NERVO & Hook N Sling - Reason (Official Music Video).mp3,Reason,NERVO & Hook N Sling,,,241607,5Jhmv9u0eUTZWLcvLntIw9,https://open.spotify.com/track/5Jhmv9u0eUTZWLcvLntIw9,0.600,Reason,"NERVO, Hook N Sling"
NERVO & Marco Lys - Don't Break My Heart (Lyric Video).mp3,Don't Break My Heart,NERVO & Marco Lys,,,222433,67AeInuW3ZRX47Ye5ROct2,https://open.spotify.com/track/67AeInuW3ZRX47Ye5ROct2,0.600,Don't Break My Heart,"NERVO, Marco Lys"
Nicky Romero & Mitch Crown - Schizophrenic (Official Music Video) [HD].mp3,Schizophrenic,Nicky Romero & Mitch Crown,,,210887,2Ml2RNLcCoKN7NxW5yfG2B,https://open.spotify.com/track/2Ml2RNLcCoKN7NxW5yfG2B,0.600,Schizophrenic,"Nicky Romero, Mitch Crown"
Nicky Romero - Camorra (Original Mix).mp3,Camorra,Nicky Romero,,,375301,5vpiEwsv5JICVdO5jD42us,https://open.spotify.com/track/5vpiEwsv5JICVdO5jD42us,1,Camorra,Nicky Romero
Nicky Romero - My Friend (Original Mix).mp3,My Friend,Nicky Romero,,,416418,36J0wYcbZgJ4pCQYNZY5Eb,https://open.spotify.com/track/36J0wYcbZgJ4pCQYNZY5Eb,0.95,My Friend,Nicky Romero
Nicky Romero - Toulouse.mp3,Toulouse,Nicky Romero,,,259500,4AtYl1l9JI3x5Sb9SuOBIL,https://open.spotify.com/track/4AtYl1l9JI3x5Sb9SuOBIL,0.9,Toulouse,Nicky Romero
Oliver Heldens - Gecko (OUT NOW).mp3,Gecko,Oliver Heldens,,,193855,483XiZ5o13Cc1zoWV7jGml,https://open.spotify.com/track/483XiZ5o13Cc1zoWV7jGml,0.600,Gecko (Overdrive) - Radio Edit,"Oliver Heldens, Becky Hill"
Ornette - Crazy (Nôze remix) [Official].mp3,Crazy (Noze remix),Ornette,,,359863,5OkuO5pfHG6Gmput8aV4ju,https://open.spotify.com/track/5OkuO5pfHG6Gmput8aV4ju,0.8,Crazy - Nôze Remix - Extended Club Version,Ornette
Oxia - Domino.mp3,Domino,Oxia,,,431151,6VGNzYErt08Rai78mLkIzI,https://open.spotify.com/track/6VGNzYErt08Rai78mLkIzI,0.95,Domino,Oxia
Pelari - Cango (Original Mix).mp3,Cango,Pelari,,,364147,6Ll0VjORqMUKkcY30lpaMR,https://open.spotify.com/track/6Ll0VjORqMUKkcY30lpaMR,1,Cango,Pelari
Quintino & Alvaro - World In Our Hands (Original Mix).mp3,World In Our Hands,Quintino & Alvaro,,,375902,2x8b6szIzSWZe8s8KsOjWX,https://open.spotify.com/track/2x8b6szIzSWZe8s8KsOjWX,0.600,World In Our Hands,"Quintino, Alvaro"
Quintino & Kenneth G - Blowfish (OUT NOW).mp3,Blowfish,Quintino & Kenneth G,,,89913,4MC2PcJN9lUKQWj2GkpG8B,https://open.spotify.com/track/4MC2PcJN9lUKQWj2GkpG8B,0.600,Blowfish,"Quintino, Kenneth G"
R3hab - Samurai (Go Hard) [Official Video].mp3,Samurai (Go Hard),R3hab,,,233221,1YRpwaPKL22RSEqo2ZvVhz,https://open.spotify.com/track/1YRpwaPKL22RSEqo2ZvVhz,0.9,Samurai (Go Hard),R3HAB
Ray Foxx ft. Rachel K Collier - Boom Boom (Heartbeat).mp3,Boom Boom (Heartbeat),Ray Foxx ft. Rachel K Collier,,,201848,55BUvOC0klLXGinj2VwTjs,https://open.spotify.com/track/55BUvOC0klLXGinj2VwTjs,0.65,Boom Boom (Heartbeat) [made popular by Ray Foxx ft. Rachel K Collier] [backing version],Party Tyme
Rita Ora - Let You Love Me [Official Video].mp3,Let You Love Me,Rita Ora,,,190328,5Fla3zyOCcIRqrDoKLU0DP,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,1,Let You Love Me,Rita Ora
Rune RK - Burning Boombox (Original Mix).mp3,Burning Boombox,Rune RK,,,367229,4IBnenAT9TuhhghUVY9xZm,https://open.spotify.com/track/4IBnenAT9TuhhghUVY9xZm,1,Burning Boombox,Rune RK
Rune RK - Teacup (Official Music Video).mp3,Teacup,Rune RK,,,220578,2Agw7HMp0w7FH4rTCzEaZN,https://open.spotify.com/track/2Agw7HMp0w7FH4rTCzEaZN,0.9,Teacup,Rune RK
Sander van Doorn - Joyenergizer (Official Music Video).mp3,Joyenergizer,Sander van Doorn,,,201064,4boz4oEimOWDtIbGs4FBDr,https://open.spotify.com/track/4boz4oEimOWDtIbGs4FBDr,1,Joyenergizer (Sander van Doorn 2025 Remix),Sander van Doorn
Showtek - Slow down (Original Mix).mp3,Slow down,Showtek,,,402469,4BKKV1CTZ7mM3BmBiEXMky,https://open.spotify.com/track/4BKKV1CTZ7mM3BmBiEXMky,0.600,Slow Down Pt. 2,"Showtek, .EXA"
Sidekick - Deep Fear.mp3,Deep Fear,Sidekick,,,358008,2w95hYvNjSscsijPsYGS8r,https://open.spotify.com/track/2w95hYvNjSscsijPsYGS8r,0.8,Deep Fear,"Gabry Ponte, DJs From Mars, Sidekick"
Sidney Samson and Martin Garrix - Torrent.mp3,Torrent,Sidney Samson and Martin Garrix,,,319399,6MaBAh2cPYCVHNrgItAeTT,https://open.spotify.com/track/6MaBAh2cPYCVHNrgItAeTT,0.7,Torrent,"Sidney Samson, Martin Garrix"
Slicerboys - Glow.mp3,Glow,Slicerboys,,,418638,46j8ngtak4350QITzWRCyo,https://open.spotify.com/track/46j8ngtak4350QITzWRCyo,1,Glow,Slicerboys
Spencer Tarring - Come On Now (Official Music Video).mp3,Come On Now,Spencer Tarring,,,232072,76HfwQXbgkBGaTR6gftQ1C,https://open.spotify.com/track/76HfwQXbgkBGaTR6gftQ1C,0.9,Come On Now,Spencer Tarring
Steve Angello - Yeah (Original Mix).mp3,Yeah,Steve Angello,,,326531,17xo0Ib3CwxZdxLNjLSQlC,https://open.spotify.com/track/17xo0Ib3CwxZdxLNjLSQlC,1,Yeah,Steve Angello
Steve Aoki & Chris Lake & Tujamo - Boneless (Original Mix).mp3,Boneless,Steve Aoki & Chris Lake & Tujamo,,,277029,75f4fO9adbAYJqNBKJNrxs,https://open.spotify.com/track/75f4fO9adbAYJqNBKJNrxs,0.600,Boneless,"Steve Aoki, Chris Lake, Tujamo"
Suyano & Billy The Kit - Busted (OUT NOW).mp3,Busted,Suyano & Billy The Kit,,,91141,4i415qDvNYDyeLdTjlPJhr,https://open.spotify.com/track/4i415qDvNYDyeLdTjlPJhr,0.600,Busted,"Suyano, Billy The Kit"
Swanky Tunes - Blood Rush (Original Mix).mp3,Blood Rush,Swanky Tunes,,,362005,5X87Sdl2b8fSVdOxW8xS7Z,https://open.spotify.com/track/5X87Sdl2b8fSVdOxW8xS7Z,1,Blood Rush,Swanky Tunes
The Potbelleez - Hello (Official Video).mp3,Hello,The Potbelleez,,,213133,4aqc7jALwcI1Mu0rht2bom,https://open.spotify.com/track/4aqc7jALwcI1Mu0rht2bom,0.95,Hello,The Potbelleez
The Potbelleez - Saved In A Bottle (Dannic Remix).mp3,Saved In A Bottle (Dannic Remix),The Potbelleez,,,347037,2928lmIvOoCYyGISW4pCNt,https://open.spotify.com/track/2928lmIvOoCYyGISW4pCNt,0.9,Saved In A Bottle,The Potbelleez
Thomas Gold ft. Kaelyn Behr - Remember (Original).mp3,Remember (Original),Thomas Gold ft. Kaelyn Behr,,,410514,0AOEIxnRtMr3hLjpwaH9fy,https://open.spotify.com/track/0AOEIxnRtMr3hLjpwaH9fy,0.600,Remember (Alright),ATANA
Thomas Newson - Pallaroid [OUT NOW!].mp3,Pallaroid,Thomas Newson,,,313757,6DPlv0oDAb77j54HiWVJkw,https://open.spotify.com/track/6DPlv0oDAb77j54HiWVJkw,0.8,Pallaroid,DJ Thomas Newson
Tiësto & Showtek - Hell Yeah! [OFFICIAL MUSIC VIDEO].mp3,Hell Yeah!,Tiësto & Showtek,,,276924,2bD9x9p4dCx2Uu2lzUk6S2,https://open.spotify.com/track/2bD9x9p4dCx2Uu2lzUk6S2,0.7,Hell Yeah!,"Tiësto, Showtek"
Tujamo - There It Is (Original Mix)    [OFFICIAL].mp3,There It Is,Tujamo,,,303438,67Xg9RJ4Czsr7OUXtBiqIP,https://open.spotify.com/track/67Xg9RJ4Czsr7OUXtBiqIP,0.7,There It Is - Radio Mix,Tujamo
Vato Gonzalez - Triplets Riddim (Original Mix).mp3,Triplets Riddim,Vato Gonzalez,,,297874,3shSBLvKbX3DVvJlVBFsRe,https://open.spotify.com/track/3shSBLvKbX3DVvJlVBFsRe,1,Triplets Riddim,Vato Gonzalez
Vicetone - Lowdown (OUT NOW).mp3,Lowdown,Vicetone,,,57966,7L9nFaWGfORqtZolLny1WH,https://open.spotify.com/track/7L9nFaWGfORqtZolLny1WH,0.9,Lowdown,Vicetone
Wolfgang Gartner - Wolfgang's 5th Symphony in ORIGINAL MIX [HD 720p].mp3,Wolfgang's 5th Symphony in ORIGINAL MIX,Wolfgang Gartner,,,443820,4ku03f8oyVlgqpJ3EmnAcy,https://open.spotify.com/track/4ku03f8oyVlgqpJ3EmnAcy,0.7,Wolfgang's 5th Symphony,Wolfgang Gartner
Worakls - Question Réponse.mp3,Question Reponse,Worakls,,,366420,5bsqVWz1HriB7VTkUyPHRC,https://open.spotify.com/track/5bsqVWz1HriB7VTkUyPHRC,1,Question réponse,Worakls
Yeah Yeah Yeahs - Heads Will Roll (A-Trak remix).mp3,Heads Will Roll (A-Trak remix),Yeah Yeah Yeahs,,,204016,5qGIfWDRdyO67LCTqA2sEn,https://open.spotify.com/track/5qGIfWDRdyO67LCTqA2sEn,0.7,Heads Will Roll - A-Trak Remix Radio Edit,"Yeah Yeah Yeahs, A-Trak"
Ylvis - The Fox (What Does The Fox Say) [Official music video HD] - Copy (1).mp3,The Fox (What Does The Fox Say) - Copy (1),Ylvis,,,224862,5HOpkTTVcmZHnthgyxrIL8,https://open.spotify.com/track/5HOpkTTVcmZHnthgyxrIL8,0.7,The Fox (What Does the Fox Say?),Ylvis
Yves V & Blasterjaxx - That Big (Original Mix).mp3,That Big,Yves V & Blasterjaxx,,,395651,3U285hGSihPH0aW79xWePf,https://open.spotify.com/track/3U285hGSihPH0aW79xWePf,0.7,That Big,"Yves V, Blasterjaxx"
Zedd - Clarity (feat. Foxes).mp3,Clarity (feat. Foxes),Zedd,,,271700,4jIQ0wouzKHbi1fYHORIN0,https://open.spotify.com/track/4jIQ0wouzKHbi1fYHORIN0,0.600,Clarity (feat. Foxes) - Tiësto Remix,"Zedd, Foxes"
